passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,player_id,foot,shortName,currentNationalTeamId,player_name,matched_name,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",88,Francesco,,Acerbi,3315,1988-02-10,192,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",20635,left,F. Acerbi,null,Francesco Acerbi,Francesco Acerbi,Francesco Acerbi,it ITA,DF,Sassuolo,29.0,1988.0,38.0,1391.0,1650.0,84.3,30718.0,10405.0,349.0,387.0,90.2,782.0,876.0,89.3,249.0,360.0,69.2,0,0.7,0.8,-0.7,10.0,106.0,2.0,1.0,141.0,51.0,61.1,26.0,22.0,3.0,22.0,36.0,14.0,42.0,21.0,21.0,88.0,139.0,255.0,1.0,Matches,1650.0,1529.0,118.0,89.0,2.0,24.0,12.0,28.0,0.0,0.0,0.0,0.0,1391.0,3.0,9.0,4,0,0.0,31,32.0,1.0,12.0,88.0,32.0,0.0,1.0,1.0,260.0,103.0,40.0,72.0
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",81,Marco,,Andreolli,3173,1986-06-10,187,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",20636,right,M. Andreolli,null,Marco Andreolli,Marco Andreolli,Marco Andreolli,it ITA,DF,Cagliari,31.0,1986.0,20.3,693.0,862.0,80.4,15078.0,5963.0,173.0,193.0,89.6,399.0,438.0,91.1,118.0,216.0,54.6,0,0.0,0.3,0.0,2.0,44.0,4.0,0.0,54.0,25.0,60.0,20.0,4.0,1.0,12.0,20.0,8.0,24.0,17.0,7.0,30.0,55.0,139.0,0.0,Matches,862.0,809.0,49.0,37.0,0.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,693.0,4.0,9.0,5,0,0.0,29,8.0,0.0,4.0,30.0,17.0,0.0,0.0,0.0,58.0,45.0,27.0,62.5
"{'name': 'Slovenia', 'id': '705', 'alpha3code': 'SVN', 'alpha2code': 'SI'}",89,Bo\u0161tjan,,Cesar,,1982-07-09,191,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Slovenia', 'id': '705', 'alpha3code': 'SVN', 'alpha2code': 'SI'}",20637,left,B. Cesar,12046,Boštjan Cesar,Boštjan Cesar,Boštjan Cesar,si SVN,DF,Chievo,35.0,1982.0,6.1,197.0,239.0,82.4,4073.0,1759.0,61.0,65.0,93.8,103.0,125.0,82.4,31.0,46.0,67.4,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,4.0,75.0,3.0,1.0,0.0,3.0,4.0,1.0,6.0,4.0,2.0,3.0,7.0,40.0,0.0,Matches,239.0,226.0,13.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,197.0,0.0,1.0,1,0,0.0,5,7.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,22.0,13.0,14.0,48.1
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",78,Dario,,Dainelli,3165,1979-06-09,191,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",20638,right,D. Dainelli,null,Dario Dainelli,Dario Dainelli,Dario Dainelli,it ITA,DF,Chievo,38.0,1979.0,16.7,465.0,600.0,77.5,10013.0,4799.0,142.0,166.0,85.5,226.0,255.0,88.6,90.0,165.0,54.5,0,0.1,0.2,-0.1,3.0,38.0,2.0,0.0,48.0,19.0,47.6,14.0,4.0,1.0,10.0,21.0,11.0,27.0,22.0,5.0,46.0,65.0,126.0,0.0,Matches,600.0,558.0,38.0,38.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,465.0,4.0,2.0,4,0,0.0,18,11.0,0.0,1.0,46.0,14.0,0.0,0.0,0.0,90.0,49.0,17.0,74.2
"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",74,Boukary,,Dram\u00e9,,1985-07-22,181,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",20639,left,B. Dram\u00e9,null,Boukary Dramé,Boukary Dramé,Boukary Dramé,sn SEN,"DF,MF",SPAL,32.0,1985.0,1.1,45.0,57.0,78.9,708.0,232.0,20.0,21.0,95.2,20.0,24.0,83.3,2.0,8.0,25.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,Matches,57.0,47.0,10.0,1.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,45.0,0.0,1.0,0,0,0.0,0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,100.0
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",75,Luca,,Rigoni,3193,1984-12-07,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",20655,right,L. Rigoni,null,Luca Rigoni,Luca Rigoni,Luca Rigoni,it ITA,MF,Genoa,32.0,1984.0,17.5,440.0,551.0,79.9,7751.0,2264.0,209.0,236.0,88.6,167.0,205.0,81.5,54.0,81.0,66.7,2,1.8,2.2,0.2,14.0,63.0,10.0,3.0,75.0,32.0,20.0,11.0,20.0,1.0,7.0,35.0,28.0,24.0,2.0,22.0,19.0,51.0,13.0,0.0,Matches,551.0,540.0,9.0,6.0,5.0,7.0,18.0,3.0,0.0,0.0,0.0,0.0,440.0,2.0,13.0,5,0,0.0,29,21.0,6.0,18.0,19.0,22.0,0.0,0.0,0.0,77.0,16.0,14.0,53.3
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",82,Alberto,,Paloschi,3204,1990-01-04,182,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",20661,right,A. Paloschi,null,Alberto Paloschi,Alberto Paloschi,Alberto Paloschi,it ITA,FW,SPAL,27.0,1990.0,24.3,287.0,398.0,72.1,3783.0,532.0,164.0,211.0,77.7,78.0,105.0,74.3,12.0,24.0,50.0,0,0.9,0.5,-0.9,12.0,13.0,4.0,0.0,24.0,10.0,0.0,0.0,9.0,1.0,0.0,10.0,10.0,2.0,1.0,1.0,4.0,14.0,11.0,0.0,Matches,398.0,349.0,46.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,287.0,3.0,14.0,2,0,0.0,42,24.0,22.0,6.0,4.0,7.0,1.0,0.0,0.0,58.0,19.0,48.0,28.4
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,Cyril,,Th\u00e9r\u00e9au,3176,1983-04-24,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",20663,right,C. Th\u00e9r\u00e9au,null,Cyril Théréau,Cyril Théréau,Cyril Théréau,fr FRA,"FW,MF",Udinese,34.0,1983.0,2.0,58.0,74.0,78.4,730.0,90.0,38.0,46.0,82.6,14.0,19.0,73.7,3.0,4.0,75.0,0,0.0,0.1,0.0,1.0,4.0,1.0,0.0,7.0,1.0,50.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Matches,74.0,72.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,58.0,0.0,3.0,0,0,0.0,2,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,42.9
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,Cyril,,Th\u00e9r\u00e9au,3176,1983-04-24,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",20663,right,C. Th\u00e9r\u00e9au,null,Cyril Théréau,Cyril Théréau,Cyril Théréau,fr FRA,"FW,MF",Udinese,34.0,1983.0,2.0,58.0,74.0,78.4,730.0,90.0,38.0,46.0,82.6,14.0,19.0,73.7,3.0,4.0,75.0,0,0.0,0.1,0.0,1.0,4.0,1.0,0.0,7.0,1.0,50.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Matches,74.0,72.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,58.0,0.0,3.0,2,0,0.0,11,20.0,9.0,16.0,8.0,6.0,0.0,0.0,0.0,62.0,43.0,41.0,51.2
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,Cyril,,Th\u00e9r\u00e9au,3176,1983-04-24,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",20663,right,C. Th\u00e9r\u00e9au,null,Cyril Théréau,Cyril Théréau,Cyril Théréau,fr FRA,"FW,MF",Udinese,34.0,1983.0,2.0,58.0,74.0,78.4,730.0,90.0,38.0,46.0,82.6,14.0,19.0,73.7,3.0,4.0,75.0,0,0.0,0.1,0.0,1.0,4.0,1.0,0.0,7.0,1.0,50.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Matches,506.0,496.0,7.0,2.0,5.0,1.0,16.0,3.0,2.0,1.0,1.0,0.0,394.0,3.0,6.0,0,0,0.0,2,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,42.9
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,Cyril,,Th\u00e9r\u00e9au,3176,1983-04-24,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",20663,right,C. Th\u00e9r\u00e9au,null,Cyril Théréau,Cyril Théréau,Cyril Théréau,fr FRA,"FW,MF",Udinese,34.0,1983.0,2.0,58.0,74.0,78.4,730.0,90.0,38.0,46.0,82.6,14.0,19.0,73.7,3.0,4.0,75.0,0,0.0,0.1,0.0,1.0,4.0,1.0,0.0,7.0,1.0,50.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Matches,506.0,496.0,7.0,2.0,5.0,1.0,16.0,3.0,2.0,1.0,1.0,0.0,394.0,3.0,6.0,2,0,0.0,11,20.0,9.0,16.0,8.0,6.0,0.0,0.0,0.0,62.0,43.0,41.0,51.2
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,Cyril,,Th\u00e9r\u00e9au,3176,1983-04-24,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",20663,right,C. Th\u00e9r\u00e9au,null,Cyril Théréau,Cyril Théréau,Cyril Théréau,fr FRA,"FW,MF",Udinese,34.0,1983.0,2.0,58.0,74.0,78.4,730.0,90.0,38.0,46.0,82.6,14.0,19.0,73.7,3.0,4.0,75.0,0,0.0,0.1,0.0,1.0,4.0,1.0,0.0,7.0,11.0,36.8,3.0,6.0,2.0,7.0,19.0,12.0,13.0,0.0,13.0,8.0,19.0,9.0,0.0,Matches,74.0,72.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,58.0,0.0,3.0,0,0,0.0,2,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,42.9
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,Cyril,,Th\u00e9r\u00e9au,3176,1983-04-24,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",20663,right,C. Th\u00e9r\u00e9au,null,Cyril Théréau,Cyril Théréau,Cyril Théréau,fr FRA,"FW,MF",Udinese,34.0,1983.0,2.0,58.0,74.0,78.4,730.0,90.0,38.0,46.0,82.6,14.0,19.0,73.7,3.0,4.0,75.0,0,0.0,0.1,0.0,1.0,4.0,1.0,0.0,7.0,11.0,36.8,3.0,6.0,2.0,7.0,19.0,12.0,13.0,0.0,13.0,8.0,19.0,9.0,0.0,Matches,74.0,72.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,58.0,0.0,3.0,2,0,0.0,11,20.0,9.0,16.0,8.0,6.0,0.0,0.0,0.0,62.0,43.0,41.0,51.2
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,Cyril,,Th\u00e9r\u00e9au,3176,1983-04-24,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",20663,right,C. Th\u00e9r\u00e9au,null,Cyril Théréau,Cyril Théréau,Cyril Théréau,fr FRA,"FW,MF",Udinese,34.0,1983.0,2.0,58.0,74.0,78.4,730.0,90.0,38.0,46.0,82.6,14.0,19.0,73.7,3.0,4.0,75.0,0,0.0,0.1,0.0,1.0,4.0,1.0,0.0,7.0,11.0,36.8,3.0,6.0,2.0,7.0,19.0,12.0,13.0,0.0,13.0,8.0,19.0,9.0,0.0,Matches,506.0,496.0,7.0,2.0,5.0,1.0,16.0,3.0,2.0,1.0,1.0,0.0,394.0,3.0,6.0,0,0,0.0,2,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,42.9
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,Cyril,,Th\u00e9r\u00e9au,3176,1983-04-24,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",20663,right,C. Th\u00e9r\u00e9au,null,Cyril Théréau,Cyril Théréau,Cyril Théréau,fr FRA,"FW,MF",Udinese,34.0,1983.0,2.0,58.0,74.0,78.4,730.0,90.0,38.0,46.0,82.6,14.0,19.0,73.7,3.0,4.0,75.0,0,0.0,0.1,0.0,1.0,4.0,1.0,0.0,7.0,11.0,36.8,3.0,6.0,2.0,7.0,19.0,12.0,13.0,0.0,13.0,8.0,19.0,9.0,0.0,Matches,506.0,496.0,7.0,2.0,5.0,1.0,16.0,3.0,2.0,1.0,1.0,0.0,394.0,3.0,6.0,2,0,0.0,11,20.0,9.0,16.0,8.0,6.0,0.0,0.0,0.0,62.0,43.0,41.0,51.2
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,Cyril,,Th\u00e9r\u00e9au,3176,1983-04-24,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",20663,right,C. Th\u00e9r\u00e9au,null,Cyril Théréau,Cyril Théréau,Cyril Théréau,fr FRA,"FW,MF",Fiorentina,34.0,1983.0,12.4,394.0,506.0,77.9,5027.0,919.0,252.0,295.0,85.4,100.0,135.0,74.1,11.0,24.0,45.8,2,2.3,1.2,-0.3,22.0,31.0,11.0,2.0,45.0,1.0,50.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Matches,74.0,72.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,58.0,0.0,3.0,0,0,0.0,2,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,42.9
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,Cyril,,Th\u00e9r\u00e9au,3176,1983-04-24,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",20663,right,C. Th\u00e9r\u00e9au,null,Cyril Théréau,Cyril Théréau,Cyril Théréau,fr FRA,"FW,MF",Fiorentina,34.0,1983.0,12.4,394.0,506.0,77.9,5027.0,919.0,252.0,295.0,85.4,100.0,135.0,74.1,11.0,24.0,45.8,2,2.3,1.2,-0.3,22.0,31.0,11.0,2.0,45.0,1.0,50.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Matches,74.0,72.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,58.0,0.0,3.0,2,0,0.0,11,20.0,9.0,16.0,8.0,6.0,0.0,0.0,0.0,62.0,43.0,41.0,51.2
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,Cyril,,Th\u00e9r\u00e9au,3176,1983-04-24,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",20663,right,C. Th\u00e9r\u00e9au,null,Cyril Théréau,Cyril Théréau,Cyril Théréau,fr FRA,"FW,MF",Fiorentina,34.0,1983.0,12.4,394.0,506.0,77.9,5027.0,919.0,252.0,295.0,85.4,100.0,135.0,74.1,11.0,24.0,45.8,2,2.3,1.2,-0.3,22.0,31.0,11.0,2.0,45.0,1.0,50.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Matches,506.0,496.0,7.0,2.0,5.0,1.0,16.0,3.0,2.0,1.0,1.0,0.0,394.0,3.0,6.0,0,0,0.0,2,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,42.9
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,Cyril,,Th\u00e9r\u00e9au,3176,1983-04-24,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",20663,right,C. Th\u00e9r\u00e9au,null,Cyril Théréau,Cyril Théréau,Cyril Théréau,fr FRA,"FW,MF",Fiorentina,34.0,1983.0,12.4,394.0,506.0,77.9,5027.0,919.0,252.0,295.0,85.4,100.0,135.0,74.1,11.0,24.0,45.8,2,2.3,1.2,-0.3,22.0,31.0,11.0,2.0,45.0,1.0,50.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Matches,506.0,496.0,7.0,2.0,5.0,1.0,16.0,3.0,2.0,1.0,1.0,0.0,394.0,3.0,6.0,2,0,0.0,11,20.0,9.0,16.0,8.0,6.0,0.0,0.0,0.0,62.0,43.0,41.0,51.2
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,Cyril,,Th\u00e9r\u00e9au,3176,1983-04-24,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",20663,right,C. Th\u00e9r\u00e9au,null,Cyril Théréau,Cyril Théréau,Cyril Théréau,fr FRA,"FW,MF",Fiorentina,34.0,1983.0,12.4,394.0,506.0,77.9,5027.0,919.0,252.0,295.0,85.4,100.0,135.0,74.1,11.0,24.0,45.8,2,2.3,1.2,-0.3,22.0,31.0,11.0,2.0,45.0,11.0,36.8,3.0,6.0,2.0,7.0,19.0,12.0,13.0,0.0,13.0,8.0,19.0,9.0,0.0,Matches,74.0,72.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,58.0,0.0,3.0,0,0,0.0,2,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,42.9
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,Cyril,,Th\u00e9r\u00e9au,3176,1983-04-24,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",20663,right,C. Th\u00e9r\u00e9au,null,Cyril Théréau,Cyril Théréau,Cyril Théréau,fr FRA,"FW,MF",Fiorentina,34.0,1983.0,12.4,394.0,506.0,77.9,5027.0,919.0,252.0,295.0,85.4,100.0,135.0,74.1,11.0,24.0,45.8,2,2.3,1.2,-0.3,22.0,31.0,11.0,2.0,45.0,11.0,36.8,3.0,6.0,2.0,7.0,19.0,12.0,13.0,0.0,13.0,8.0,19.0,9.0,0.0,Matches,74.0,72.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,58.0,0.0,3.0,2,0,0.0,11,20.0,9.0,16.0,8.0,6.0,0.0,0.0,0.0,62.0,43.0,41.0,51.2
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,Cyril,,Th\u00e9r\u00e9au,3176,1983-04-24,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",20663,right,C. Th\u00e9r\u00e9au,null,Cyril Théréau,Cyril Théréau,Cyril Théréau,fr FRA,"FW,MF",Fiorentina,34.0,1983.0,12.4,394.0,506.0,77.9,5027.0,919.0,252.0,295.0,85.4,100.0,135.0,74.1,11.0,24.0,45.8,2,2.3,1.2,-0.3,22.0,31.0,11.0,2.0,45.0,11.0,36.8,3.0,6.0,2.0,7.0,19.0,12.0,13.0,0.0,13.0,8.0,19.0,9.0,0.0,Matches,506.0,496.0,7.0,2.0,5.0,1.0,16.0,3.0,2.0,1.0,1.0,0.0,394.0,3.0,6.0,0,0,0.0,2,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,42.9
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,Cyril,,Th\u00e9r\u00e9au,3176,1983-04-24,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",20663,right,C. Th\u00e9r\u00e9au,null,Cyril Théréau,Cyril Théréau,Cyril Théréau,fr FRA,"FW,MF",Fiorentina,34.0,1983.0,12.4,394.0,506.0,77.9,5027.0,919.0,252.0,295.0,85.4,100.0,135.0,74.1,11.0,24.0,45.8,2,2.3,1.2,-0.3,22.0,31.0,11.0,2.0,45.0,11.0,36.8,3.0,6.0,2.0,7.0,19.0,12.0,13.0,0.0,13.0,8.0,19.0,9.0,0.0,Matches,506.0,496.0,7.0,2.0,5.0,1.0,16.0,3.0,2.0,1.0,1.0,0.0,394.0,3.0,6.0,2,0,0.0,11,20.0,9.0,16.0,8.0,6.0,0.0,0.0,0.0,62.0,43.0,41.0,51.2
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",84,Ger\u00f3nimo,,Rulli,687,1992-05-20,189,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",86212,right,G. Rulli,null,Gerónimo Rulli,Gerónimo Rulli,Gerónimo Rulli,ar ARG,GK,Real Sociedad,25.0,1992.0,26.0,847.0,1115.0,76.0,23365.0,16757.0,113.0,114.0,99.1,446.0,459.0,97.2,284.0,533.0,53.3,0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,33.3,2.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,Matches,1115.0,882.0,228.0,77.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,847.0,5.0,0.0,3,0,0.0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,43.0,1.0,0.0,100.0
"{'name': 'Slovenia', 'id': '705', 'alpha3code': 'SVN', 'alpha2code': 'SI'}",78,Rene,,Krhin,3770,1990-05-21,189,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Slovenia', 'id': '705', 'alpha3code': 'SVN', 'alpha2code': 'SI'}",20685,right,R. Krhin,12046,Rene Krhin,Rene Krhin,Rene Krhin,si SVN,MF,Nantes,27.0,1990.0,14.6,424.0,508.0,83.5,6711.0,2207.0,225.0,248.0,90.7,144.0,176.0,81.8,36.0,52.0,69.2,0,0.2,0.3,-0.2,2.0,30.0,5.0,0.0,36.0,18.0,17.6,7.0,11.0,0.0,3.0,17.0,14.0,11.0,2.0,9.0,16.0,34.0,39.0,0.0,Matches,508.0,494.0,13.0,13.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,1.0,5.0,5,0,0.0,17,24.0,1.0,0.0,16.0,12.0,0.0,0.0,0.0,66.0,41.0,45.0,47.7
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",86,Ishak,,Belfodil,2443,1992-01-12,191,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Algeria', 'id': '12', 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",20692,right,I. Belfodil,null,Ishak Belfodil,Ishak Belfodil,Ishak Belfodil,dz ALG,FW,Werder Bremen,25.0,1992.0,15.0,272.0,440.0,61.8,3981.0,985.0,167.0,247.0,67.6,86.0,140.0,61.4,11.0,20.0,55.0,1,2.4,2.1,-1.4,18.0,24.0,10.0,1.0,42.0,7.0,0.0,2.0,3.0,2.0,0.0,3.0,3.0,10.0,1.0,9.0,1.0,8.0,9.0,0.0,Matches,440.0,427.0,11.0,0.0,0.0,3.0,23.0,3.0,0.0,0.0,0.0,0.0,272.0,2.0,17.0,1,0,0.0,64,14.0,21.0,23.0,1.0,6.0,0.0,0.0,0.0,34.0,73.0,66.0,52.5
